attributes,dataset_type,description,exp_status,name,organization,schemajson,type,backing_dataset,dataset_schema,datasource,lastmodifiedby,lastmodifieddate,alias,context,is_approval_required,is_permission_managed,is_inbox_required,is_audit_required,is_archival_enabled,archival_config,dashboard,metadata,modeltype,views,taskdetails,tags,interfacetype,adaptername,isadapteractive,indexname,summary,event_details
"{""bucket"":""aiptest"",""path"":""sample_linear"",""uploadFile"":""/app/uploads/1748418229475/Salary_Data.csv"",""Cacheable"":false,""Headers"":"""",""QueryParams"":"""",""object"":""Salary_Data.csv""}",NULL,NULL,2,LEOLNRRG50793,leo1311,NULL,rw,NULL,NULL,LEOMN-S310629,demouser,"2025-05-28 07:43:57.920572","Sample Linear Regression ",NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"Table View",[],[],NULL,NULL,NULL,NULL,NULL,NULL
"{""bucket"":""aiptest"",""path"":""sample_classification"",""uploadFile"":""/app/uploads/1748418157989/email_classification_dataset.csv"",""Cacheable"":false,""Headers"":"""",""QueryParams"":"""",""object"":""email_classification_dataset.csv""}",NULL,NULL,2,LEOSMPL_14585,leo1311,NULL,rw,NULL,NULL,LEOMN-S310629,demouser,"2025-05-28 07:42:52.147677",Sample_classification,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"Table View",[],[],NULL,NULL,NULL,NULL,NULL,NULL
"{""bucket"":""aiptest"",""path"":""rag"",""uploadFile"":""/app/uploads/1749031378028/hr_policy.txt"",""Cacheable"":false,""Headers"":"""",""QueryParams"":"""",""object"":""hr_policy.txt""}",NULL,NULL,NULL,LEORG-SC86772,leo1311,NULL,rw,NULL,NULL,LEOMN-S310629,demouser,"2025-06-04 10:03:12.269158",Rag-usecase,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"Text View",NULL,[],NULL,NULL,NULL,NULL,NULL,NULL
"{\"bodyType\":\"JSON\",\"Cacheable\":false,\"RequestMethod\":\"POST\",\"Headers\":\"[{\\\"value\\\":\\\"application/json\\\",\\\"key\\\":\\\"Content-Type\\\"}]\",\"TransformationScript\":\"import groovy.json.*\\ndef inpResponse = \\\"$inputJson\\\"\\n//start your code from here\",\"Url\":\"http://100.78.49.20:8082/linear_infer\",\"fileParamName\":\"file\",\"PathVariables\":\"[]\",\"transformData\":false,\"bodyOption\":\"raw\",\"QueryParams\":\"[]\",\"preTransformationScript\":\"import groovy.json.*\\ndef inpBody = \\\"$Body\\\"\\ndef inpQueryParams = \\\"$QueryParams\\\"\\ndef inpHeaders = \\\"$Headers\\\"\\ndef inpbodyType = \\\"$bodyType\\\"\\ndef inpPathVariables = \\\"$PathVariables\\\"\\ndef inpUrl = \\\"$Url\\\"\\ndef inpConfigVariables = \\\"$ConfigVariables\\\"\\n\\n//start your code from here\\n\\nreturn JsonOutput.prettyPrint(JsonOutput.toJson([Body:preprocessed_Body, QueryParams:preprocessed_QueryParams,Headers:preprocessed_Headers,bodyType:preprocessed_bodyType,PathVariables:preprocessed_PathVariables,Url:preprocessed_Url,ConfigVariables:preprocessed_ConfigVariables]))\",\"Body\":\"{\\\"years_of_experiance\\\":[5,2.5]}\"}",NULL,NULL,0,LEOINFRG28279,leo1311,NULL,rw,NULL,NULL,LEOSMPL-36919,demouser,"2025-07-22 06:42:14.793315",infer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"\"\"",NULL,"\"\"",adapter,linear_regression,Y,NULL,NULL,NULL
"{\"bodyType\":\"Text\",\"fileParamName\":\"file\",\"PathVariables\":\"[]\",\"Cacheable\":false,\"transformData\":false,\"RequestMethod\":\"GET\",\"Headers\":\"[]\",\"TransformationScript\":\"import groovy.json.*\\ndef inpResponse = \\\"$inputJson\\\"\\n//start your code from here\",\"bodyOption\":\"raw\",\"QueryParams\":\"[]\",\"preTransformationScript\":\"import groovy.json.*\\ndef inpBody = \\\"$Body\\\"\\ndef inpQueryParams = \\\"$QueryParams\\\"\\ndef inpHeaders = \\\"$Headers\\\"\\ndef inpbodyType = \\\"$bodyType\\\"\\ndef inpPathVariables = \\\"$PathVariables\\\"\\ndef inpUrl = \\\"$Url\\\"\\ndef inpConfigVariables = \\\"$ConfigVariables\\\"\\n\\n//start your code from here\\n\\nreturn JsonOutput.prettyPrint(JsonOutput.toJson([Body:preprocessed_Body, QueryParams:preprocessed_QueryParams,Headers:preprocessed_Headers,bodyType:preprocessed_bodyType,PathVariables:preprocessed_PathVariables,Url:preprocessed_Url,ConfigVariables:preprocessed_ConfigVariables]))\",\"Url\":\"http://100.78.49.20:8082/test\"}",NULL,NULL,0,LEOTSTML11731,leo1311,NULL,rw,NULL,NULL,LEOSMPL-36919,demouser,"2025-07-22 06:43:33.940240",test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"\"\"",NULL,"\"\"",adapter,linear_regression,Y,NULL,NULL,NULL
"{\"bodyType\":\"JSON\",\"Cacheable\":false,\"RequestMethod\":\"POST\",\"Headers\":\"[{\\\"value\\\":\\\"application/json\\\",\\\"key\\\":\\\"Content-Type\\\"}]\",\"TransformationScript\":\"import groovy.json.*\\ndef inpResponse = \\\"$inputJson\\\"\\n//start your code from here\",\"Url\":\"http://100.78.49.20:8086/classification_infer\",\"fileParamName\":\"file\",\"PathVariables\":\"[]\",\"transformData\":false,\"bodyOption\":\"raw\",\"QueryParams\":\"[]\",\"preTransformationScript\":\"import groovy.json.*\\ndef inpBody = \\\"$Body\\\"\\ndef inpQueryParams = \\\"$QueryParams\\\"\\ndef inpHeaders = \\\"$Headers\\\"\\ndef inpbodyType = \\\"$bodyType\\\"\\ndef inpPathVariables = \\\"$PathVariables\\\"\\ndef inpUrl = \\\"$Url\\\"\\ndef inpConfigVariables = \\\"$ConfigVariables\\\"\\n\\n//start your code from here\\n\\nreturn JsonOutput.prettyPrint(JsonOutput.toJson([Body:preprocessed_Body, QueryParams:preprocessed_QueryParams,Headers:preprocessed_Headers,bodyType:preprocessed_bodyType,PathVariables:preprocessed_PathVariables,Url:preprocessed_Url,ConfigVariables:preprocessed_ConfigVariables]))\",\"Body\":\"{\\\"Subject_Length\\\":35,\\\"Num_Links\\\":1,\\\"Num_Attachments\\\":0,\\\"Sender_Reputation\\\":\\\"Low\\\",\\\"Contains_Spam_Words\\\":\\\"No\\\"}\"}",NULL,NULL,0,LEOINFRR75259,leo1311,NULL,rw,NULL,NULL,LEOSMPL-36919,demouser,"2025-07-22 07:20:56.588343",infer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"\"\"",NULL,"\"\"",adapter,classification,Y,NULL,NULL,NULL

